drug_id,protein_id,affinity
14903,317,8.85
14904,440,7.79
14905,5,7.92
14906,96,9.05
14907,33,5.81
14907,34,6.01
14907,98,6.2
14907,0,5.82
14908,3,6.055
14909,25,6.83
14909,34,8.23
14909,27,7.45
14910,22,8.55
14911,35,7.31
14911,0,6.82
14912,22,5.94
14913,95,6.0600000000000005
14913,96,9.06
14914,173,6.74
14915,158,7.41
14916,327,5.59
14917,389,7.16
14918,7,6.58
14918,8,5.25
14918,9,6.32
14918,10,7.05
14919,44,7.47
14920,36,5.18
14921,309,9.09
14922,48,10.07
14923,230,8.72
14924,0,7.64
14925,3,6.36
14925,4,8.27
14926,57,7.41
14927,0,8.12
14928,283,10.386666666666668
14928,284,9.73
14929,4,5.95
14930,0,7.82
14931,3,5.83
14932,3,6.21
14933,3,8.05
14933,4,6.24
14934,330,7.55
14935,57,6.984999999999999
14936,389,6.85
14937,344,7.17
14938,33,7.92
14938,98,7.13
14939,267,5.82
14939,50,8.7
14939,268,6.24
14940,44,8.01
14941,161,6.5
14942,46,8.24
14943,46,8.15
14943,48,6.04
14944,33,7.66
14944,25,7.96
14944,34,6.14
14944,98,7.08
14944,0,5.72
14945,177,6.39
14945,405,5.82
14945,406,5.34
14945,435,6.48
14946,324,8.325
14947,344,8.64
14948,833,8.31
14949,33,6.57
14949,98,7.43
14950,446,4.58
14951,7,7.35
14951,10,8.1
14952,267,9.4
14952,50,8.780000000000001
14952,268,9.57
14953,536,6.475
14954,30,5.785
14954,57,5.085
14955,198,7.33
14956,288,7.2
14957,95,6.05
14957,96,8.8
14958,7,5.1
14958,8,5.17
14958,9,5.04
14958,11,5.07
14958,12,4.26
14958,13,5.77
14958,14,7.5
14958,10,7.32
14958,16,5.07
14958,17,5.09
14959,462,9.4
14960,56,7.38
14961,96,5.27
14962,40,4.24
14963,58,4.84
14964,539,7.17
14965,177,9.27
14966,60,6.54
14967,431,6.02
14968,58,4.68
14969,25,6.86
14969,34,7.41
14969,27,8.44
14970,25,5.94
14971,368,7.4
14972,190,8.66
14972,191,8.95
14973,35,6.82
14973,0,6.94
14974,34,7.1
14974,409,8.7
14975,3,9.09
14976,323,7.41
14976,278,8.95
14976,682,6.47
14976,279,5.57
14976,280,6.52
14976,505,5.7
14976,391,7.28
14977,343,7.6
14978,21,6.54
14979,22,5.59
14979,23,5.49
14980,32,5.92
14981,3,7.46
14981,4,6.82
14982,387,7.08
14983,44,7.64
14983,22,6.64
14983,196,8.05
14983,23,7.7
14984,489,6.08
14984,300,7.06
14985,198,10.03
14986,354,6.09
14987,482,4.0
14988,3,8.56
14988,4,9.04
14989,404,6.76
14990,7,8.075
14990,8,6.07
14990,9,7.29
14990,10,7.09
14991,344,5.39
14992,368,7.08
14993,53,7.21
14993,54,5.77
14994,22,8.415
14994,23,6.305
14995,20,5.82
14996,46,8.61
14996,47,6.713333333333334
14996,48,8.020000000000001
14997,58,4.4
14998,452,7.76
14999,288,5.8
15000,95,6.33
15000,96,10.92
15001,464,5.01
15001,393,4.03
15002,198,9.05
15003,114,8.92
15004,23,7.74
15005,177,9.1
15005,406,9.0
15005,435,9.4
15006,21,8.15
15007,104,8.4
15007,479,7.92
15008,25,6.24
15008,34,7.6
15008,27,8.0
15009,198,6.74
15010,33,9.86
15011,44,5.35
15011,22,6.48
15012,470,4.2
15013,25,7.05
15013,59,7.06
15014,368,7.62
15015,96,4.02
15016,387,7.32
15017,27,8.3
15018,342,7.32
15019,9,8.82
15019,13,5.0
15020,44,6.12
15021,499,7.82
15022,98,8.74
15022,36,8.77
15023,608,4.109999999999999
15024,455,8.55
15025,25,6.3
15025,27,6.8
15026,8,5.82
15026,9,7.39
15026,10,7.54
15027,24,6.3
15027,198,7.4
15028,22,6.52
15028,196,7.38
15028,23,6.04
15029,32,8.57
15030,53,6.91
15030,54,7.02
15031,22,5.59
15032,53,5.6
15032,54,5.92
15033,46,8.0
15033,47,7.0
15034,164,6.16
15034,272,4.72
15034,305,6.06
15035,4,6.47
15036,162,6.29
15037,572,6.76
15038,27,5.83
15039,288,8.54
15040,33,7.23
15040,34,6.79
15040,35,6.22
15040,27,7.4
15041,497,9.38
15041,498,6.09
15042,25,6.42
15042,26,8.92
15043,440,8.6
15044,35,6.72
15045,25,5.82
15045,27,6.41
15046,32,7.72
15046,198,5.55
15047,41,5.1
15048,44,6.78
15049,63,5.0
15049,201,5.4
15049,66,5.5
15049,102,5.7
15049,67,5.4
15049,68,5.1
15049,203,5.4
15049,103,5.9
15049,104,5.8
15049,204,6.4
15049,107,5.3
15049,71,5.0
15049,19,6.2
15049,206,5.7
15049,207,5.8
15049,108,5.6
15049,72,5.1
15049,208,5.3
15049,109,5.9
15049,110,6.1
15049,73,5.1
15049,111,8.201
15049,209,5.8
15049,113,6.0
15049,114,5.5
15049,211,5.9
15049,116,5.0
15049,117,5.3
15049,20,5.3
15049,119,5.1
15049,120,7.6
15049,214,5.7
15049,74,5.2
15049,215,5.1
15049,216,5.2
15049,217,5.1
15049,218,5.5
15049,219,5.7
15049,221,5.1
15049,222,5.1
15049,223,6.0
15049,122,7.2
15049,124,7.3
15049,125,5.5
15049,126,5.4
15049,226,5.1
15049,227,5.1
15049,129,5.1
15049,97,5.2
15049,228,6.2
15049,132,5.1
15049,134,5.0
15049,135,5.8
15049,332,5.1
15049,136,5.0
15049,229,5.2
15049,230,6.1
15049,137,5.0
15049,82,5.1
15049,232,5.1
15049,184,6.5
15049,145,5.0
15049,159,5.0
15049,233,5.1
15049,84,5.0
15049,85,5.2
15049,239,5.1
15049,242,5.4
15049,149,5.3
15049,86,5.0
15049,245,5.1
15049,151,6.5
15049,253,5.0
15049,334,5.1
15049,94,5.0
15049,258,5.8
15049,260,5.0
15050,26,7.37
15051,160,7.72
15052,158,7.08
15053,404,6.5
15054,22,6.44
15054,23,5.18
15055,59,7.75
15055,34,6.96
15056,368,6.98
15057,22,6.4
15057,196,5.62
15057,23,6.87
15058,53,8.1
15058,54,8.15
15059,344,8.82
15060,33,7.17
15060,25,6.04
15060,34,6.46
15060,35,5.75
15060,27,7.47
15061,464,7.05
15061,393,5.36
15062,368,8.22
15063,156,6.73
15064,5,7.16
15065,344,8.53
15066,547,8.7
15067,7,6.21
15067,8,5.6
15067,9,6.19
15067,10,6.0
15068,270,6.94
15069,31,4.71
15070,96,6.27
15071,56,8.28
15071,32,6.59
15071,57,8.12
15072,25,7.19
15072,27,8.41
15073,3,6.29
15073,4,7.67
15074,55,7.78
15075,3,5.89
15075,4,9.3
15076,33,6.32
15076,98,7.58
15077,46,8.0
15077,47,7.0
15078,24,7.27
15078,198,5.02
15079,296,4.28
15080,317,7.41
15081,177,4.92
15081,405,4.36
15082,282,7.9
15082,24,7.21
15083,33,7.535
15083,25,6.57
15083,34,6.595
15083,35,6.17
15083,98,7.35
15083,337,6.53
15083,27,7.515
15083,36,6.62
15084,424,6.66
15085,9,6.56
15086,368,5.06
15087,25,6.61
15087,27,9.1
15088,34,6.2
15088,98,6.39
15088,0,5.35
15089,289,7.74
15089,291,7.5
15090,282,7.52
15091,25,6.51
15091,26,8.74
15091,27,5.96
15092,415,8.02
15093,25,6.72
15093,27,9.17
15094,35,7.38
15094,284,8.52
15095,356,9.64
15096,364,9.37
15096,296,6.37
15096,297,9.14
15096,55,9.02
15097,290,5.49
15097,413,6.23
15097,292,4.84
15097,172,5.6
15097,25,6.18
15097,161,4.93
15097,26,7.13
15097,27,6.23
15098,96,8.7
15099,460,6.96
15100,53,5.0
15100,54,6.0
15101,25,7.075
15101,26,8.05
15101,27,6.16
15102,196,7.53
15103,23,7.92
15104,408,5.87
15105,44,7.41
15105,23,8.35
15106,44,6.94
15106,23,7.5
15107,582,7.24
15108,25,8.06
15108,34,8.29
15108,98,9.05
15108,0,7.18
15109,182,5.27
15110,25,6.47
15110,98,6.33
15111,24,7.34
15112,52,8.62
15113,276,8.67
15114,585,6.64
15115,344,8.29
15116,533,5.9
15117,348,4.85
15117,349,8.24
15117,449,4.42
15118,8,6.02
15118,9,8.05
15118,11,9.28
15118,14,8.02
15119,336,6.635
15120,177,5.39
15120,405,5.36
15121,0,6.62
15122,165,5.22
15123,317,7.77
15124,282,8.14
15125,194,6.47
15126,3,6.69
15127,187,6.15
15127,378,5.13
15127,58,5.71
15128,22,6.14
15128,196,5.25
15128,23,5.5
15129,114,6.85
15130,604,5.52
15131,25,4.07
15132,5,7.0
15133,34,8.74
15133,35,8.1
15133,32,7.52
15134,577,5.68
15134,487,7.21
15135,344,8.64
15136,424,8.62
15136,714,7.62
15137,171,7.64
15137,397,6.8
15138,267,8.39
15138,50,8.16
15138,268,8.13
15139,768,9.06
15139,374,8.12
15139,375,8.09
15139,376,8.91
15140,44,8.31
15140,22,5.34
15140,23,6.08
15141,412,5.0
15142,56,8.05
15143,33,6.27
15143,98,7.28
15144,409,9.12
15145,194,8.3
15146,350,8.27
15147,3,5.58
15147,4,4.52
15148,177,5.33
15148,405,5.06
15148,406,4.66
15149,541,5.04
15150,167,7.47
15150,168,6.0
15150,169,6.0
15150,170,6.0
15150,834,6.0
15150,689,5.52
15151,263,7.25
15152,31,4.41
15153,195,5.67
15154,24,7.89
15155,95,5.42
15156,281,7.380000000000001
15157,273,6.44
15157,39,8.37
15158,400,6.5
15158,297,6.4
15158,401,6.17
15158,353,8.37
15158,55,6.88
15159,44,6.260000000000001
15159,22,6.96
15159,196,7.09
15159,23,6.45
15160,3,6.88
15161,368,7.38
15162,47,8.04
15162,48,9.04
15163,771,7.5
15163,772,6.64
15164,570,7.05
15165,22,6.31
15165,196,6.86
15166,26,6.68
15167,198,8.47
15168,219,7.733333333333333
15169,274,7.21
15170,177,5.68
15171,22,6.2
15171,196,7.52
15171,23,6.2
15172,198,7.58
15173,349,6.28
15174,623,6.04
15175,26,8.48
15176,455,7.0
15177,114,6.46
15178,0,8.9
15179,22,9.59
15179,23,8.14
15180,280,5.74
15181,35,6.51
15182,158,8.36
15183,276,9.8
15183,388,6.9
15183,389,5.9
15184,187,6.14
15185,187,7.16
15186,95,5.76
15187,39,8.0
15188,25,7.27
15189,25,6.64
15189,27,6.68
15190,359,7.5
15190,43,6.29
15191,42,7.19
15192,445,5.7
15193,198,8.36
15194,7,8.74
15194,8,6.97
15194,9,9.11
15194,10,8.74
15195,198,6.07
15196,24,6.93
15197,460,6.75
15198,10,5.3
15199,23,6.215
15200,344,8.7
15201,3,5.665
15202,462,9.05
15202,21,6.88
15203,607,5.716666666666666
15204,534,7.47
15205,287,4.87
15206,347,5.16
15206,490,4.57
15207,411,7.1
15208,33,7.1
15208,326,6.8
15208,385,6.5
15209,44,7.74
15210,3,8.22
15210,4,5.15
15211,40,4.56
15211,41,5.38
15212,7,7.17
15212,8,7.13
15212,9,8.24
15212,14,7.08
15212,10,8.04
15213,25,8.75
15213,27,9.36
15214,44,7.5
15215,7,8.19
15215,11,8.08
15215,10,7.7
15216,585,7.38
15217,330,7.21
15218,44,6.54
15218,22,7.63
15218,23,6.0
15219,33,6.4
15219,35,5.58
15219,36,7.1
15220,194,6.43
15221,345,6.79
15222,44,7.35
15222,22,9.3
15222,23,7.11
15223,148,9.4
15224,95,5.62
15224,96,8.24
15225,389,6.3
15226,440,10.0
15227,26,5.85
15228,290,5.66
15228,413,5.16
15228,292,5.05
15228,25,6.08
15228,161,5.16
15228,34,5.98
15228,50,6.58
15228,337,6.11
15228,268,6.04
15229,95,5.48
15229,348,4.8
15229,349,4.82
15229,449,5.89
15229,49,4.88
15229,298,5.21
15229,416,4.65
15229,186,5.43
15230,33,7.96
15230,56,7.48
15230,32,6.71
15231,221,5.22
15231,835,4.44
15232,63,5.7
15232,64,6.6
15232,65,5.4
15232,201,5.4
15232,101,5.1
15232,66,6.4
15232,102,5.8
15232,202,5.0
15232,67,5.4
15232,68,5.8
15232,203,5.4
15232,103,6.0
15232,69,5.3
15232,104,5.8
15232,204,5.8
15232,205,5.7
15232,105,5.2
15232,106,5.0
15232,107,5.3
15232,71,5.6
15232,19,6.2
15232,206,5.7
15232,207,5.8
15232,108,5.6
15232,72,5.1
15232,208,5.3
15232,109,5.6
15232,110,6.1
15232,73,7.0
15232,111,5.6
15232,209,5.8
15232,112,5.9
15232,113,5.8
15232,114,5.5
15232,211,5.9
15232,116,5.9
15232,117,5.3
15232,20,5.7
15232,212,5.3
15232,119,5.7
15232,120,6.4
15232,214,5.7
15232,74,5.2
15232,215,7.6
15232,216,5.2
15232,217,6.8
15232,218,5.1
15232,219,5.7
15232,220,5.7
15232,221,5.1
15232,222,5.1
15232,223,5.2
15232,122,5.1
15232,124,5.6
15232,125,5.5
15232,126,5.8
15232,78,5.2
15232,226,5.3
15232,227,5.1
15232,127,5.5
15232,128,6.2
15232,97,8.201
15232,228,5.8
15232,79,5.1
15232,132,5.1
15232,133,5.8
15232,134,5.0
15232,80,5.2
15232,135,5.8
15232,332,5.1
15232,136,5.0
15232,229,5.7
15232,230,5.5
15232,231,7.5
15232,137,7.0
15232,141,5.8
15232,82,5.1
15232,232,5.1
15232,184,5.8
15232,83,5.2
15232,145,5.4
15232,159,5.0
15232,233,5.1
15232,234,5.8
15232,84,5.3
15232,85,6.8
15232,333,5.6
15232,238,5.7
15232,239,5.2
15232,240,5.8
15232,241,5.8
15232,242,5.4
15232,243,5.1
15232,149,5.3
15232,86,5.0
15232,244,5.0
15232,245,5.1
15232,87,5.0
15232,247,5.8
15232,248,5.1
15232,249,5.5
15232,250,5.3
15232,151,5.2
15232,88,5.0
15232,89,5.8
15232,251,5.1
15232,252,5.8
15232,253,5.0
15232,182,5.0
15232,91,5.9
15232,334,5.1
15232,152,7.1
15232,255,5.0
15232,94,5.0
15232,257,5.1
15232,258,5.8
15232,154,5.9
15232,260,5.0
15232,261,5.4
15233,44,7.38
15234,44,4.88
15234,22,5.06
15234,23,6.22
15235,450,6.24
15235,274,5.38
15236,263,8.38
15237,27,7.9
15238,21,5.75
15239,3,5.96
15239,4,6.2
15240,290,4.57
15240,172,4.38
15240,161,4.37
15241,33,6.69
15241,98,8.4
15242,172,7.22
15243,122,9.43
15244,22,8.64
15244,23,6.27
15245,470,5.23
15246,24,5.94
15247,8,6.06
15247,9,6.71
15247,14,6.15
15248,327,5.65
15249,7,7.07
15249,8,7.19
15249,9,9.09
15249,14,7.62
15250,25,6.52
15251,7,6.16
15251,8,5.18
15251,9,4.18
15251,14,6.39
15251,16,5.01
15252,330,6.09
15253,7,7.32
15253,8,5.08
15253,9,6.63
15253,11,5.38
15253,13,6.19
15253,14,7.0
15253,10,7.29
15253,17,6.65
15254,53,8.77
15255,25,5.83
15255,59,7.85
15256,8,4.24
15256,9,4.26
15256,11,4.37
15256,12,4.45
15257,0,8.965
15258,836,6.13
15258,642,6.02
15259,46,7.93
15259,47,6.61
15259,48,6.8
15260,352,6.23
15261,32,7.75
15261,198,8.25
15262,4,6.82
15263,21,9.0
15264,263,6.9
15265,25,5.96
15265,26,7.64
15265,27,5.77
15266,25,5.98
15266,59,6.65
15266,183,5.6850000000000005
15266,27,6.785
15267,462,6.33
15267,21,6.49
15268,62,9.0
15269,0,8.0
15270,276,8.62
15270,389,8.62
15271,56,7.72
15271,32,7.19
15271,57,5.46
15272,53,7.64
15272,54,7.55
15273,547,7.2
15274,7,7.970000000000001
15274,407,8.96
15274,11,5.21
15274,12,8.0
15274,13,7.19
15274,14,8.68
15274,10,4.57
15274,15,7.72
15274,16,7.37
15274,17,7.21
15275,194,7.09
15276,25,8.18
15276,34,7.885
15277,198,8.2
15278,46,6.24
15279,8,6.08
15279,9,6.87
15279,10,8.66
15280,357,9.54
15281,25,8.66
15281,26,7.4
15281,34,7.21
15281,27,8.13
15282,164,5.55
15282,305,7.58
15283,4,6.64
15284,46,6.42
15285,46,9.68
15285,47,7.7
15285,48,9.7
15286,174,7.3
15287,288,8.31
15288,19,8.7
15289,317,10.43
15290,22,6.16
15291,96,10.19
15292,285,8.8
15293,284,5.55
15294,48,7.67
15295,7,7.11
15295,8,6.57
15295,9,7.89
15295,10,8.59
15296,337,8.3
15296,411,8.4
15297,173,7.38
15298,161,10.0
15299,39,6.91
15300,95,6.0
15300,96,8.85
15301,24,8.0
15302,290,8.1
15302,172,9.2
15302,161,9.0
15303,53,7.66
15303,54,5.77
15304,318,6.33
15305,272,4.47
15306,837,5.01
15307,173,8.14
15308,177,7.6
15309,25,6.8
15309,34,6.7
15309,35,7.7
15309,27,7.8
15309,0,8.3
15310,447,5.2
15311,604,4.93
15312,161,7.3
15313,491,7.24
15314,53,5.85
15314,54,7.75
15315,368,8.0
15316,447,6.0
15317,7,7.03
15317,8,6.47
15317,9,7.1
15317,11,5.1
15317,10,7.29
15318,177,8.82
15319,46,6.44
15319,48,7.07
15320,46,6.98
15320,47,6.75
15320,48,9.4
15321,368,7.36
15322,451,6.23
15322,182,6.96
15323,337,8.66
15323,327,7.4
15324,32,6.97
15324,198,7.82
15325,270,8.15
15326,46,8.53
15326,47,6.96
15326,48,7.53
15327,505,5.57
15328,24,8.52
15329,44,7.79
15329,23,6.68
15330,534,6.75
15331,413,4.74
15331,172,5.31
15332,373,8.62
15333,193,7.51
15334,44,8.09
15334,22,5.95
15334,196,6.52
15334,23,5.92
15335,345,8.6
15336,168,8.52
15337,19,10.15
15338,450,4.61
15339,25,8.82
15340,95,5.8
15340,96,8.48
15341,53,7.36
15341,54,8.22
15342,285,8.14
15343,95,6.8
15344,328,4.48
15344,329,6.96
15345,171,6.515000000000001
15345,397,6.396666666666666
15346,104,7.55
15347,285,6.96
15348,39,6.15
15349,285,10.0
15350,263,8.62
15351,545,8.77
15351,823,8.49
15351,824,8.12
15352,368,8.3
15353,0,8.2
15354,4,7.82
15355,4,6.38
15356,33,6.11
15356,98,5.68
15356,0,5.9
15357,331,8.73
15358,33,5.73
15358,25,5.85
15358,34,5.85
15358,98,5.18
15358,0,7.7
15359,368,8.07
15360,33,7.28
15360,25,5.74
15360,34,5.92
15360,98,6.26
15360,0,6.34
15361,7,7.98
15361,10,7.15
15362,0,6.47
15363,102,4.5
15363,103,4.9
15363,104,4.2
15363,19,4.4
15363,108,5.2
15363,110,5.0
15363,111,5.2
15363,112,4.3
15363,114,5.7
15363,115,5.2
15363,117,5.1
15363,119,4.3
15363,122,4.6
15363,124,4.5
15363,125,4.8
15363,97,4.9
15363,131,5.4
15363,132,4.0
15363,136,4.1
15363,138,4.9
15363,139,4.0
15363,85,4.1
15363,147,5.0
15363,148,4.9
15363,150,4.0
15363,181,4.0
15363,154,4.2
15363,156,4.0
15364,7,8.42
15364,8,7.08
15364,9,7.36
15364,10,8.19
15365,517,6.0
15365,462,7.35
15365,21,6.67
15366,62,9.52
15367,3,7.89
15367,4,10.12
15368,98,6.11
15369,198,5.4
15370,8,5.07
15370,9,9.32
15370,11,8.19
15371,27,4.89
15372,25,7.07
15372,34,7.52
15372,27,7.98
15373,34,8.89
15373,35,6.82
15374,549,7.52
15374,754,6.52
15375,321,8.280000000000001
15376,53,5.0
15376,54,5.05
15377,3,4.68
15378,161,9.1
15379,277,8.08
15380,44,6.46
15381,33,7.58
15382,344,8.055
15383,96,5.5
15384,98,6.8
15385,558,7.2
15386,286,7.46
15387,388,8.77
15388,22,7.39
15388,196,7.72
15389,25,7.72
15389,34,6.29
15390,64,8.495
15390,201,6.3
15390,101,6.8
15390,104,7.2
15390,204,8.398
15390,206,6.2
15390,207,5.8
15390,208,5.7
15390,111,6.7
15390,112,6.5
15390,113,5.7
15390,114,5.7
15390,211,6.0
15390,116,7.0
15390,117,6.1
15390,119,7.2
15390,120,6.4
15390,214,5.7
15390,215,7.801
15390,219,7.0
15390,221,6.0
15390,222,5.5
15390,122,6.5
15390,124,6.6
15390,97,8.102
15390,135,7.5
15390,332,5.8
15390,184,5.8
15390,333,6.1
15390,246,6.6
15390,91,7.0
15390,334,5.1
15390,152,8.301
15390,94,6.2
15390,258,5.8
15390,154,5.5
15390,260,6.1
15391,290,6.6866666666666665
15391,413,6.53
15391,161,6.071666666666666
15392,46,7.44
15392,47,6.21
15392,48,7.58
15393,274,5.19
15394,42,7.72
15395,327,4.51
15396,44,5.23
15397,33,7.37
15397,32,8.76
15398,344,10.37
15399,190,8.47
15399,191,8.62
15400,469,9.66
15401,273,8.11
15401,39,6.875
15402,4,9.0
15403,53,6.4
15403,54,7.2
15404,7,8.04
15404,8,5.48
15404,9,6.63
15404,10,7.49
15405,20,6.96
15406,19,7.6
15407,347,6.71
15407,490,5.21
15408,0,6.46
15409,46,9.0
15409,47,7.7
15410,433,9.3
15411,342,8.14
15412,9,9.3
15413,39,7.24
15414,198,8.21
15415,368,7.68
15416,44,5.99
15417,263,9.4
15418,330,7.28
15419,4,10.06
15420,450,5.31
15421,40,5.66
15421,41,6.22
15422,344,7.62
15423,44,8.89
15423,23,5.51
15424,198,9.72
15425,320,5.8
15426,95,6.82
15427,3,6.02
15428,7,7.175
15428,8,6.305
15428,9,7.47
15428,10,6.695
15428,16,7.145
15429,198,7.75
15430,0,4.39
15431,278,6.28
15432,33,7.04
15433,272,6.82
15434,46,7.14
15435,54,7.96
15436,116,8.7
15436,258,6.03
15437,194,8.23
15438,95,4.77
15438,96,6.21
15438,442,6.17
15438,443,6.28
15438,350,6.28
15439,19,9.7
15440,25,7.689999999999999
15440,26,6.92
15440,27,8.0
15441,215,5.85
15442,172,7.39
15443,3,6.52
15443,4,8.05
15444,326,6.8
15444,385,8.4
15445,198,8.12
15446,330,7.52
15447,838,7.96
15447,197,5.79
15448,37,7.31
15449,3,5.75
15450,25,6.84
15450,34,7.57
15450,27,8.59
15451,290,7.07
15451,413,7.84
15451,292,7.51
15451,172,7.35
15451,161,7.35
15452,44,9.25
15453,4,8.74
15454,25,5.0
15454,26,5.51
15454,27,8.46
15455,193,8.11
15456,25,6.75
15456,34,8.35
15456,27,7.83
15457,321,7.12
15458,294,6.69
15458,539,6.7
15459,59,6.07
15459,26,7.42
15459,27,7.92
15460,370,7.959999999999999
15461,44,7.64
15461,23,6.55
15462,44,8.01
15463,50,7.3
15463,337,9.2
15463,268,7.7
15463,198,6.2
15464,0,7.92
15465,48,8.48
15466,199,6.01
15466,51,5.25
15466,434,9.22
15466,200,5.27
15467,10,5.63
15468,330,6.33
15469,543,8.13
15470,273,5.66
15471,22,7.24
15472,164,4.19
15473,3,8.47
15473,4,9.22
15474,272,5.47
15474,305,7.03
15474,379,5.96
15474,839,5.5
15475,33,6.72
15475,25,6.925
15475,59,6.11
15475,26,6.85
15475,27,7.8
15476,24,7.96
15476,198,8.08
15477,305,7.77
15478,402,6.56
15479,413,4.59
15479,172,4.89
15479,161,4.66
15480,58,4.88
15480,425,4.83
15481,96,9.25
15482,46,8.0
15482,47,7.0
15483,44,8.55
15483,22,5.28
15483,23,7.28
15484,263,6.67
15485,54,6.12
15486,198,6.8
15487,7,6.74
15487,8,6.29
15487,9,7.05
15487,10,7.33
15488,33,7.06
15489,8,7.2
15489,9,9.18
15489,11,9.37
15489,10,8.09
15490,19,9.4
15491,46,7.75
15491,48,8.15
15492,33,7.48
15492,267,7.88
15492,50,7.92
15492,268,7.09
15493,53,5.7
15493,54,7.1
15494,412,7.62
15495,24,8.82
15495,198,7.2
15496,387,8.17
15497,139,8.3
15497,232,6.82
15498,178,5.75
15499,363,5.77
15500,306,4.72
15500,189,5.31
15501,670,6.46
15502,327,7.85
15502,198,8.85
15503,354,7.37
15503,472,9.22
15503,473,5.77
15504,342,7.92
15505,668,6.8
15506,26,6.24
15506,39,8.945
15507,46,5.13
15507,48,6.16
15507,465,7.36
15508,440,6.58
15509,3,6.44
15509,4,10.415
15510,173,9.01
15511,368,7.24
15512,450,5.4
15513,44,8.51
15513,22,6.96
15513,196,6.52
15513,23,6.14
15514,8,7.12
15514,9,8.11
15514,14,8.04
15514,10,8.12
15514,16,8.02
15515,327,5.08
15516,193,5.62
15517,289,9.3
15517,291,7.85
15517,421,6.64
15518,46,6.79
15518,48,6.01
15519,48,9.47
15520,44,7.5
15521,9,9.4
15522,47,4.07
15523,198,7.6
15524,53,7.33
15524,54,7.29
15525,373,8.91
15526,33,8.53
15526,98,7.67
15527,53,7.1
15527,54,7.24
15528,56,7.24
15528,32,7.72
15529,388,7.4
15529,389,7.5
15530,25,7.49
15530,59,7.48
15530,34,8.34
15530,27,7.35
15531,53,7.712000000000001
15531,54,6.7925
15532,462,5.5
15532,21,5.4
15533,4,7.57
15534,34,6.949999999999999
15534,35,7.09
15534,36,6.81
15534,198,8.16
15535,4,9.1
15536,368,8.72
15537,198,8.54
15538,96,9.96
15539,263,6.24
15540,8,6.57
15540,9,6.66
15540,10,7.07
15540,15,7.74
15541,177,5.6
15541,405,4.96
15541,406,4.48
15542,44,6.22
15542,196,6.24
15543,411,8.37
15544,0,7.19
15545,370,6.96
15545,408,6.54
15546,199,5.39
15546,434,7.83
15547,4,9.1
15548,54,6.69
15549,95,4.75
15550,409,7.89
15551,364,6.17
15551,297,5.57
15551,384,5.6
15552,177,7.96
15553,0,8.24
15554,8,6.88
15554,9,9.24
15555,117,7.72
15555,122,8.45
15556,651,6.63
15557,455,8.8
15558,276,8.32
15559,485,8.11
15559,486,9.42
15560,33,7.32
15560,25,7.82
15560,98,7.68
15560,0,5.75
15561,158,7.27
15562,3,5.31
15563,58,7.295
15564,44,5.06
15565,44,8.88
15565,22,5.84
15565,23,5.19
15566,790,6.4
15567,19,9.52
15568,25,6.35
15568,32,5.25
15569,98,7.64
15570,95,6.8
15570,96,9.52
15571,285,8.14
15572,3,7.77
15573,265,8.469999999999999
15574,33,6.6
15574,32,8.26
15575,430,5.71
15576,200,9.19
15577,166,7.14
15578,44,5.79
15578,22,8.26
15578,196,5.73
15578,23,6.57
15579,302,7.89
15579,303,8.22
15579,304,8.4
15580,7,6.84
15580,8,7.58
15580,9,9.12
15580,10,6.31
15581,25,7.43
15581,34,7.85
15581,98,8.02
15581,0,8.29
15582,33,6.13
15582,25,5.91
15582,34,6.19
15582,98,6.68
15582,0,5.17
15583,46,7.71
15583,47,7.75
15584,27,4.61
15585,33,6.63
15585,98,5.88
15586,288,6.29
15587,7,8.68
15587,10,8.11
15588,53,7.1
15588,54,5.8
15589,27,5.609999999999999
15589,47,5.56
15590,38,4.82
15591,840,6.1
15592,4,6.81
15593,53,5.0
15593,54,6.59
15594,414,8.96
15595,198,7.64
15596,56,7.7
15596,32,8.82
15596,57,8.14
15597,158,6.99
15598,58,7.37
15599,322,6.75
15600,616,4.58
15601,44,7.68
15601,22,6.82
15602,327,5.85
15603,160,6.96
15604,158,7.94
15605,158,8.8
15606,176,8.01
15606,96,4.68
15607,288,8.72
15608,541,5.35
15609,53,5.94
15609,54,6.61
15610,276,6.9
15611,319,7.7
15612,29,5.54
15613,582,9.03
15614,95,5.24
15615,22,7.54
15615,23,6.21
15616,42,8.52
15617,368,7.25
15618,116,6.53
15618,258,6.62
15619,25,6.54
15619,27,8.13
15620,198,6.43
15621,453,4.29
15621,454,6.22
15622,33,5.9
15622,25,6.83
15622,59,6.52
15622,26,7.6
15622,183,6.36
15622,56,6.04
15622,189,6.6
15622,326,6.12
15622,34,6.79
15622,35,6.4
15622,32,6.04
15622,98,5.8
15622,337,6.09
15622,46,6.04
15622,27,6.32
15622,47,5.81
15622,48,6.18
15622,36,6.75
15622,0,5.78
15622,57,5.92
15623,32,5.53
15623,57,6.98
15624,42,8.35
15625,27,6.05
15626,320,7.25
15627,7,7.24
15627,8,7.24
15627,9,7.24
15627,10,7.24
15628,383,8.47
15629,198,6.97
15630,63,5.4
15630,64,7.9
15630,201,6.6
15630,101,5.4
15630,66,5.5
15630,102,6.8
15630,67,5.4
15630,68,5.1
15630,203,5.8
15630,103,5.9
15630,104,6.4
15630,204,6.3
15630,107,5.4
15630,71,5.4
